date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:57:18	22662/22662	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:23%20GMT	http://www.theteafactory.ca/tea/toasted-hojicha/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/toasted-hojicha/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:18	22585/22585	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:24%20GMT	http://www.theteafactory.ca/tea/dragon-well/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/dragon-well/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:20	35421/35421	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:07:35%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/roasted_hojicha_gourmet_tea__71991-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/roasted_hojicha_gourmet_tea__71991-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:21	22771/22771	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:26%20GMT	http://www.theteafactory.ca/tea/green-earl-grey/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/green-earl-grey/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:21	34450/34450	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:06:17%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/dragonwell_gourmet_tea__89382-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/dragonwell_gourmet_tea__89382-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:22	25690/25690	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:40%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/green-earl-grey.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/green-earl-grey.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:22	22574/22574	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:27%20GMT	http://www.theteafactory.ca/tea/emerald-well/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/emerald-well/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:22	22634/22634	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:28%20GMT	http://www.theteafactory.ca/tea/genmaicha/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/genmaicha/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:25	35948/35948	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:06:24%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/emerald_spring_gourmet_tea__42769-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/emerald_spring_gourmet_tea__42769-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:25	22688/22688	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:31%20GMT	http://www.theteafactory.ca/tea/green-himalayan/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/green-himalayan/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:26	30815/30815	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:06:40%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/japanese_genmaicha_gourmet_tea__75098-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/japanese_genmaicha_gourmet_tea__75098-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:27	22735/22735	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:32%20GMT	http://www.theteafactory.ca/tea/green-lemon/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/green-lemon/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:27	30237/30237	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:06:32%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/himalayan_green_gourmet_tea__64175-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/himalayan_green_gourmet_tea__64175-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:28	22757/22757	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:33%20GMT	http://www.theteafactory.ca/tea/green-power-up/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/green-power-up/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:30	27288/27288	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:32%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/green_power_up.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/green_power_up.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:30	19382/19382	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:09%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Organic_Gunpowder1-356x267.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Organic_Gunpowder1-356x267.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:30	46545/46545	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:07:09%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/green_lemon_gourmet_tea_bulk__93638-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/green_lemon_gourmet_tea_bulk__93638-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:30	16920/16920	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:03:48%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Uji_Gyokuro1-356x236.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Uji_Gyokuro1-356x236.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:31	22745/22745	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:36%20GMT	http://www.theteafactory.ca/tea/gunpowder/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/gunpowder/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:31	22601/22601	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:36%20GMT	http://www.theteafactory.ca/tea/gyokuru/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/gyokuru/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:32	22662/22662	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:37%20GMT	http://www.theteafactory.ca/tea/tie-kuan-yin/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/tie-kuan-yin/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:33	14078/14078	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:04:03%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Tie_Kuan_Yin-356x237.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Tie_Kuan_Yin-356x237.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:33	22569/22569	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:39%20GMT	http://www.theteafactory.ca/tea/rose-garden/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/rose-garden/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:36	17468/17468	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:04:10%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/purple_oolong-356x237.jpeg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/purple_oolong-356x237.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:37	22548/22548	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:42%20GMT	http://www.theteafactory.ca/tea/orange-blossom/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/orange-blossom/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:37	30769/30769	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:50%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/orchid_mist_gourmet_tea__05732-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/orchid_mist_gourmet_tea__05732-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:37	37955/37955	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:58%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/rose_garden_gourmet_tea_bulk__46828-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/rose_garden_gourmet_tea_bulk__46828-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:37	22479/22479	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:43%20GMT	http://www.theteafactory.ca/tea/orchid-mist/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/orchid-mist/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:38	22417/22417	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:43%20GMT	http://www.theteafactory.ca/tea/purple-oolong/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/purple-oolong/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:38	22416/22416	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:44%20GMT	http://www.theteafactory.ca/tea/pouchong-high-grade/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/pouchong-high-grade/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:39	42973/42973	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:42%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/orange_blossom_gourmet_tea__36229-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/orange_blossom_gourmet_tea__36229-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:39	22752/22752	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:45%20GMT	http://www.theteafactory.ca/tea/apricot-oolong/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/apricot-oolong/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:40	17605/17605	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:04:17%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/pouchong-356x236.jpeg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/pouchong-356x236.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:43	32984/32984	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:26%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/apricot_oolong_gourmet_tea__15338-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/apricot_oolong_gourmet_tea__15338-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:44	22611/22611	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:49%20GMT	http://www.theteafactory.ca/tea/golden-dragon/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/golden-dragon/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:44	33843/33843	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:17%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/golden_dragon_gourmet_tea__80188-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/golden_dragon_gourmet_tea__80188-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:45	22519/22519	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:50%20GMT	http://www.theteafactory.ca/tea/lemongrass/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/lemongrass/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:45	36530/36530	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:08:34%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/lemongrass_oolong_gourmet_tea_bulk__32669-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/lemongrass_oolong_gourmet_tea_bulk__32669-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:46	36578/36578	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:09:07%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/silver_mountain_spring_gourmet_tea_bulk__25222-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/silver_mountain_spring_gourmet_tea_bulk__25222-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:46	22587/22587	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:51%20GMT	http://www.theteafactory.ca/tea/silver-mountain-spring/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/silver-mountain-spring/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:47	22873/22873	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:52%20GMT	http://www.theteafactory.ca/tea/vanilla-chai/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/vanilla-chai/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:47	22695/22695	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:53%20GMT	http://www.theteafactory.ca/tea/wild-raspberry/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/wild-raspberry/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:52	48408/48408	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:10:53%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/vanilla_chai_gourmet_tea_bulk_copy__03706-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/vanilla_chai_gourmet_tea_bulk_copy__03706-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:52	40299/40299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:04:40%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Wild_Raspberry_gourmet_tea_bulk__18342-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Wild_Raspberry_gourmet_tea_bulk__18342-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:53	40575/40575	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:10:31%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/grand_earl_grey_gourmet_tea__74540-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/grand_earl_grey_gourmet_tea__74540-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:53	22888/22888	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:58%20GMT	http://www.theteafactory.ca/tea/grande-earl-gray/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/grande-earl-gray/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:53	38548/38548	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:10:22%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/french_breakfast_gourmet_tea__54169-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/french_breakfast_gourmet_tea__54169-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:53	22885/22885	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:59%20GMT	http://www.theteafactory.ca/tea/french-breakfast/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/french-breakfast/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:54	22725/22725	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:57:59%20GMT	http://www.theteafactory.ca/tea/passionfruit-jasmine/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/passionfruit-jasmine/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:54	22584/22584	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:00%20GMT	http://www.theteafactory.ca/tea/golden-monkey/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/golden-monkey/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:57	25005/25005	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:01:53%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Passionfruit-Jasmine-Iced-356x237.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Passionfruit-Jasmine-Iced-356x237.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:57	22364/22364	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:47%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Golden-Monkey-356x267.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Golden-Monkey-356x267.jpg	(from http://www.theteafactory.ca/our-teas/)
14:57:57	22646/22646	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:03%20GMT	http://www.theteafactory.ca/tea/lychee-peach/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/lychee-peach/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:58	22675/22675	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:03%20GMT	http://www.theteafactory.ca/tea/garden-of-eden/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/garden-of-eden/index.html	(from http://www.theteafactory.ca/our-teas/)
14:57:59	27827/27827	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:54%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Garden-of-Eden-Iced-356x237.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Garden-of-Eden-Iced-356x237.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:00	22625/22625	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:05%20GMT	http://www.theteafactory.ca/tea/lapsang-souchong/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/lapsang-souchong/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:00	40299/40299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:11:08%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/raspberry_lychee_gourmet_tea_bulk__33117-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/raspberry_lychee_gourmet_tea_bulk__33117-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:00	19222/19222	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:02:01%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/Organic_Lapsang_Souchong_Superior-356x267.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/Organic_Lapsang_Souchong_Superior-356x267.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:01	22617/22617	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:06%20GMT	http://www.theteafactory.ca/tea/vanilla-coconut/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/vanilla-coconut/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:01	22896/22896	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:07%20GMT	http://www.theteafactory.ca/tea/mumbai-chai/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/mumbai-chai/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:04	16335/16335	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:04:54%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/assam.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/assam.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:04	22418/22418	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:10%20GMT	http://www.theteafactory.ca/tea/assam-gold/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/assam-gold/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:06	48276/48276	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:11:00%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/vanilla_coconut_gourmet_tea_bulk__18629-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/vanilla_coconut_gourmet_tea_bulk__18629-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:06	22968/22968	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:12%20GMT	http://www.theteafactory.ca/tea/autumn-orange-spice/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/autumn-orange-spice/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:08	51108/51108	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:09:33%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/mumbai_chai_gourmet_tea_bulk__99164-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/mumbai_chai_gourmet_tea_bulk__99164-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:09	22575/22575	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:14%20GMT	http://www.theteafactory.ca/tea/chai-express/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/chai-express/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:10	49037/49037	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:10:38%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/autumn_orange_spice_gourmet_tea__85086-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/autumn_orange_spice_gourmet_tea__85086-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:10	22929/22929	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:16%20GMT	http://www.theteafactory.ca/tea/chocolate-chai/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/chocolate-chai/index.html	(from http://www.theteafactory.ca/our-teas/)
14:58:11	38250/38250	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Oct%202013%2022:09:41%20GMT	http://www.theteafactory.ca/wp-content/uploads/2013/10/chai_express_gourmet_tea__52775-307x356.jpg	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/wp-content/uploads/2013/10/chai_express_gourmet_tea__52775-307x356.jpg	(from http://www.theteafactory.ca/our-teas/)
14:58:11	22904/22904	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202014%2020:58:17%20GMT	http://www.theteafactory.ca/tea/cinnamon-plum/	C:/Users/RICARDO/Desktop/ASPEL/TEA%20DE%20NUEVO/www.theteafactory.ca/tea/cinnamon-plum/index.html	(from http://www.theteafactory.ca/our-teas/)
